id,subject,name,units,term,description
CalPoly_ENGL 205,English,Core III: 1660-1789,4 units,"['Fall', 'Spring']","Representative canonical and non - canonical readings in the literature of the period. Selections may include such readings as Defoe, Franklin, Pope, Swift, Wheatley, and others, as chosen by the instructor."
CalPoly_ENGL 221,English,Introduction to Technical and Professional Communication,4 units,['tbd'],"Introduction to the rhetorical, stylistic, and genre conventions used in technical and professional communication. Emphasis on the analysis, evaluation, and production of technical and professional documents. Required for Technical and Professional Communication Certificate Program."
CalPoly_ENGL 230,English,Masterworks of British Literature through the Eighteenth Century,4 units,['ge area c1'],"Covers a thousand years of British literature, from the eighth to the eighteenth century and may include such readings as Beowulf, The Canterbury Tales, Utopia, Othello, Paradise Lost, Oroonoko and Gulliver 's Travels. 4 lectures. Fulfills GE C1."
CalPoly_ENGL 231,English,Masterworks of British Literature from the Late 18th Century to the Present,4 units,['ge area c1'],"Broadly surveys Romantic, Victorian, Modern, and Contemporary British literature in an historical - cultural context. Investigates works from several genres and a variety of national and cultural voices. May include such writers as Wordsworth, Wollstonecraft, Dickens, G. Eliot, Wilde, Woolf, Yeats, and Gordimer. 4 lectures. Crosslisted as ENGL231/HNRS232. Fulfills GE C1."
CalPoly_ENGL 241,English,American Literature: Beginnings to 1865,4 units,['ge area c1'],"Survey of early American literature from pre - Columbian era to end of Civil War. A range of writers and genres, including indigenous creation stories, early exploration documents, first contact narratives, colonial histories, sermons, poetry, essays, autobiographies, drama, and fiction. Not open to students with credit"
CalPoly_ENGL 242,English,American Literature: 1830 to the Present,4 units,['ge area c1'],"A broad survey of later American literature from the rise of literary nationalism to the present. A wide range of writers and genres, including novels, short stories, poems, plays, essays, and autobiographies. Not open to students with credit"
CalPoly_ENGL 251,English,Great Books I: Introduction to Classical Literature,4 units,['ge area c1'],"Examination of the ancient epics and classical literature of Mesopotamia, Greece, and Rome. May include such readings as The Epic of Gilgamesh, the Iliad, the Odyssey, Genesis, Exodus, Antigone, the Symposium, the Aeneid, and Marcus Aurelius 's Meditations. 4 lectures. Crosslisted as ENGL / HNRS251. Fulfills GE C1."
CalPoly_ENGL 252,English,Great Books II: Medieval to Enlightenment Literature,4 units,['ge area c1'],"Examination of key works marking the transition from Mediterranean Classicism ( c. 500 CE ) to an emergent European tradition ( c. 1800 CE ). May include such readings as Augustine 's Confessions, Song of Roland, Egil 's Saga, the Consolation of Philosophy, The Romance of Tristan, the Inferno, Cellini 's Autobiography, Utopia, Princess of Cleves, Candide, Discourse on Method, and Rousseau 's Confessions. 4 lectures. Fulfills GE C1."
CalPoly_ENGL 253,English,Great Books III: Romanticism to Modernism Literature,4 units,['ge area c1'],"Examination of key works marking the Romantic Revolution and the realist and modernist movements that followed in its wake. May include such readings as the poetry of Blake, Wordsworth, Eliot, Rimbaud, Plath, Ginsberg, and Stein ; Notes from Underground, The Death of Ivan Ilych, The Metamorphosis and/or The Hunger Artist, Heart of Darkness, ' Sonny 's Blues, ' and Virginia Woolf 's short fiction and essays. 4 lectures. Fulfills GE C1."
CalPoly_ENGL 260,English,Children's Literature,4 units,['tbd'],"Analysis and evaluation of traditional literature, fantasy, realistic fiction, historical fiction, informational books, picture books, and poetry for children in multiple subject classroom grades K-6. Emphasis on multicultural texts. 4 lectures. Crosslisted as ENGL / LS260."
CalPoly_ENGL 270,English,Selected Topics,1-4 units,['tbd'],Directed group study of selected topics. The Schedule of Classes will list title selected. Total credit
CalPoly_ENGL 290,English,Introduction to Linguistics,4 units,"['Fall', 'Winter']",Introduction to the nature of language ; concepts and methods of linguistic science.
CalPoly_ENGL 302,English,Writing: Advanced Composition,4 units,['gWinterr'],Writing and analysis of expository and argumentative papers at an advanced level. Special attention paid to issues of style and voice. Critical reading of models of effective writing. 4 lectures. Fulfills GWR.
CalPoly_ENGL 303,English,Core IV: 1789-1861,4 units,"['Fall', 'Winter']","Representative canonical and non - canonical readings in the literature of the period. May include such authors as Austen, Emerson, Hawthorne, Keats, Wordsworth, and others, as chosen by the instructor."
CalPoly_ENGL 304,English,Core V: 1861-1914,4 units,"['Winter', 'Spring']","Representative canonical and non - canonical readings in the literature of the period. May include such authors as Arnold, Dickinson, James, Tennyson, Whitman, and others, as chosen by the instructor. 4 lecture."
CalPoly_ENGL 305,English,Core VI: 1914 - Present,4 units,"['Fall', 'Spring']","Representative canonical and non - canonical readings in the literature of the period. May include such authors as Eliot, Faulkner, Morrison, Woolf, Yeats, and others, as chosen by the instructor."
